Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
Sub-County Place,Pasatiempo CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Paskenta CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Patterson city,1991,Annual,"4,100","3,400",700,17.9%,N,Final
Sub-County Place,Patterson Tract CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Patton Village CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Paxton CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Paynes Creek CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Pearsonville CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Penn Valley CDP,1991,Annual,700,600,0,5.9%,N,Final
Sub-County Place,Penngrove CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Penryn CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Perris city,1991,Annual,"9,200","7,900","1,300",14.2%,N,Final
Sub-County Place,Pescadero CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Petaluma city,1991,Annual,"24,600","23,500","1,100",4.5%,N,Final
Sub-County Place,Peters CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Phelan CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Phillipsville CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Philo CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Phoenix Lake CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Pi±on Hills CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Pico Rivera city,1991,Annual,"27,000","24,500","2,500",9.1%,N,Final
Sub-County Place,Piedmont city,1991,Annual,"5,300","5,200",100,1.4%,N,Final
Sub-County Place,Pierpoint CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Pike CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Pine Canyon CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Pine Flat CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Pine Grove CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Pine Hills CDP,1991,Annual,"1,500","1,500",100,5.1%,N,Final
Sub-County Place,Pine Mountain Club CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Pine Mountain Lake CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Pine Valley CDP,1991,Annual,600,600,0,1.3%,N,Final
Sub-County Place,Pinole city,1991,Annual,"9,800","9,300",500,4.9%,N,Final
Sub-County Place,Pioneer CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Piru CDP,1991,Annual,500,500,0,8.3%,N,Final
Sub-County Place,Pismo Beach city,1991,Annual,"3,700","3,500",200,5.5%,N,Final
Sub-County Place,Pittsburg city,1991,Annual,"23,900","22,100","1,800",7.7%,N,Final
Sub-County Place,Pixley CDP,1991,Annual,"1,000",700,300,26.3%,N,Final
Sub-County Place,Placentia city,1991,Annual,"23,300","22,200","1,100",4.7%,N,Final
Sub-County Place,Placerville city,1991,Annual,"3,800","3,500",400,9.7%,N,Final
Sub-County Place,Plainview CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Planada CDP,1991,Annual,"1,600","1,100",500,29.9%,N,Final
Sub-County Place,Pleasant Hill city,1991,Annual,"19,000","18,300",700,3.5%,N,Final
Sub-County Place,Pleasanton city,1991,Annual,"30,800","29,900",800,2.7%,N,Final
Sub-County Place,Pleasure Point CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Plumas Eureka CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Plumas Lake CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Plymouth city,1991,Annual,400,400,100,13.4%,N,Final
Sub-County Place,Point Arena city,1991,Annual,200,200,100,25%,N,Final
Sub-County Place,Point Reyes Station CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Pollock Pines CDP,1991,Annual,"2,000","1,900",200,8.3%,N,Final
Sub-County Place,Pomona city,1991,Annual,"60,300","54,400","5,900",9.8%,N,Final
Sub-County Place,Ponderosa CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Poplar-Cotton Center CDP,1991,Annual,900,600,200,26.7%,N,Final
Sub-County Place,Port Costa CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Port Hueneme city,1991,Annual,"9,300","8,400",900,9.4%,N,Final
Sub-County Place,Porterville city,1991,Annual,"14,000","11,100","3,000",21.3%,N,Final
Sub-County Place,Portola city,1991,Annual,"1,000",800,100,11%,N,Final
Sub-County Place,Portola Valley town,1991,Annual,"2,100","2,100",0,1.1%,N,Final
Sub-County Place,Posey CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Poso Park CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Potrero CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Potter Valley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Poway city,1991,Annual,"22,800","21,900",900,4%,N,Final
Sub-County Place,Prattville CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Princeton CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Proberta CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Prunedale CDP,1991,Annual,"4,100","3,800",300,6.3%,N,Final
Sub-County Place,Quartz Hill CDP,1991,Annual,"4,500","4,300",300,5.8%,N,Final
Sub-County Place,Quincy CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rackerby CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rail Road Flat CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rainbow CDP,1991,Annual,800,800,0,2.6%,N,Final
Sub-County Place,Raisin City CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Ramona CDP,1991,Annual,"6,500","6,100",400,6.1%,N,Final
Sub-County Place,Rancho Calaveras CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rancho Cordova city,1991,Annual,"26,300","24,700","1,700",6.3%,N,Final
Sub-County Place,Rancho Cucamonga city,1991,Annual,"53,800","51,000","2,800",5.3%,N,Final
Sub-County Place,Rancho Mirage city,1991,Annual,"3,900","3,700",200,5%,N,Final
Sub-County Place,Rancho Murieta CDP,1991,Annual,"1,100","1,100",0,0.7%,N,Final
Sub-County Place,Rancho Palos Verdes city,1991,Annual,"21,500","20,900",500,2.5%,N,Final
Sub-County Place,Rancho San Diego CDP,1991,Annual,"3,900","3,800",100,3.2%,N,Final
Sub-County Place,Rancho Santa Fe CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rancho Santa Margarita city,1991,Annual,"7,000","6,900",100,2%,N,Final
Sub-County Place,Rancho Tehama Reserve CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Randsburg CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Red Bluff city,1991,Annual,"5,200","4,700",600,11%,N,Final
Sub-County Place,Red Corral CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Redcrest CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Redding city,1991,Annual,"32,400","28,900","3,500",10.9%,N,Final
Sub-County Place,Redlands city,1991,Annual,"29,600","28,000","1,600",5.3%,N,Final
Sub-County Place,Redondo Beach city,1991,Annual,"40,700","39,200","1,500",3.7%,N,Final
Sub-County Place,Redway CDP,1991,Annual,600,500,100,15%,N,Final
Sub-County Place,Redwood City city,1991,Annual,"37,800","36,400","1,400",3.6%,N,Final
Sub-County Place,Redwood Valley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Reedley city,1991,Annual,"8,400","6,700","1,800",21.2%,N,Final
Sub-County Place,Reliez Valley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rialto city,1991,Annual,"33,000","30,100","2,900",8.8%,N,Final
Sub-County Place,Richfield CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Richgrove CDP,1991,Annual,900,600,300,35.9%,N,Final
Sub-County Place,Richmond city,1991,Annual,"43,700","39,200","4,500",10.3%,N,Final
Sub-County Place,Richvale CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Ridgecrest city,1991,Annual,"15,900","14,800","1,000",6.5%,N,Final
Sub-County Place,Ridgemark CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rio del Mar CDP,1991,Annual,"5,500","5,300",300,4.7%,N,Final
Sub-County Place,Rio Dell city,1991,Annual,"1,200","1,000",200,18.2%,N,Final
Sub-County Place,Rio Linda CDP,1991,Annual,"4,500","4,100",400,9.1%,N,Final
Sub-County Place,Rio Oso CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rio Vista city,1991,Annual,"1,600","1,500",100,3.9%,N,Final
Sub-County Place,Ripley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Ripon city,1991,Annual,"3,800","3,500",300,8.4%,N,Final
Sub-County Place,River Pines CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Riverbank city,1991,Annual,"4,200","3,200","1,000",22.7%,N,Final
Sub-County Place,Riverdale CDP,1991,Annual,900,800,100,10.9%,N,Final
Sub-County Place,Riverdale Park CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Riverside city,1991,Annual,"116,900","105,200","11,600",10%,N,Final
Sub-County Place,Robbins CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Robinson Mill CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rocklin city,1991,Annual,"10,600","10,000",600,6.1%,N,Final
Sub-County Place,Rodeo CDP,1991,Annual,"3,800","3,500",200,5.5%,N,Final
Sub-County Place,Rodriguez Camp CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rohnert Park city,1991,Annual,"21,200","19,900","1,300",6.2%,N,Final
Sub-County Place,Rolling Hills CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rolling Hills city,1991,Annual,900,900,0,0.9%,N,Final
Sub-County Place,Rolling Hills Estates city,1991,Annual,"3,900","3,800",100,3.3%,N,Final
Sub-County Place,Rollingwood CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Romoland CDP,1991,Annual,"1,000",800,200,17.4%,N,Final
Sub-County Place,Rosamond CDP,1991,Annual,"3,900","3,400",500,13.5%,N,Final
Sub-County Place,Rose Hills CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rosedale CDP,1991,Annual,"2,400","2,200",100,5.5%,N,Final
Sub-County Place,Roseland CDP,1991,Annual,"4,400","4,000",400,9.9%,N,Final
Sub-County Place,Rosemead city,1991,Annual,"22,800","20,700","2,100",9.1%,N,Final
Sub-County Place,Rosemont CDP,1991,Annual,"12,800","12,200",600,4.3%,N,Final
Sub-County Place,Roseville city,1991,Annual,"24,000","22,400","1,600",6.8%,N,Final
Sub-County Place,Ross town,1991,Annual,900,900,0,2.1%,N,Final
Sub-County Place,Rossmoor CDP,1991,Annual,"5,100","4,900",200,3.8%,N,Final
Sub-County Place,Rough and Ready CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Round Mountain CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Round Valley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rouse CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rowland Heights CDP,1991,Annual,"22,100","20,800","1,300",5.8%,N,Final
Sub-County Place,Running Springs CDP,1991,Annual,"2,100","2,000",100,6.9%,N,Final
Sub-County Place,Ruth CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Rutherford CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sacramento city,1991,Annual,"178,700","164,300","14,400",8.1%,N,Final
Sub-County Place,Salida CDP,1991,Annual,"2,300","1,900",400,18%,N,Final
Sub-County Place,Salinas city,1991,Annual,"56,800","48,500","8,300",14.7%,N,Final
Sub-County Place,Salmon Creek CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Salton City CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Salton Sea Beach CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Samoa CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,San Andreas CDP,1991,Annual,900,800,100,10.9%,N,Final
Sub-County Place,San Anselmo town,1991,Annual,"7,100","6,800",200,3.2%,N,Final
Sub-County Place,San Antonio Heights CDP,1991,Annual,"1,600","1,600",0,1.1%,N,Final
Sub-County Place,San Ardo CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,San Bernardino city,1991,Annual,"69,500","61,300","8,200",11.8%,N,Final
Sub-County Place,San Bruno city,1991,Annual,"22,000","21,100",900,3.9%,N,Final
Sub-County Place,San Buenaventura (Ventura) city,1991,Annual,"51,100","48,100","3,000",5.9%,N,Final
Sub-County Place,San Carlos city,1991,Annual,"15,400","15,000",400,2.3%,N,Final
Sub-County Place,San Clemente city,1991,Annual,"22,300","21,400",900,4.1%,N,Final
Sub-County Place,San Diego city,1991,Annual,"553,800","518,600","35,200",6.4%,N,Final
Sub-County Place,San Diego Country Estates CDP,1991,Annual,"3,300","3,100",200,5%,N,Final
Sub-County Place,San Dimas city,1991,Annual,"17,700","17,000",700,3.7%,N,Final
Sub-County Place,San Fernando city,1991,Annual,"10,300","9,300","1,100",10.4%,N,Final
Sub-County Place,San Francisco city,1991,Annual,"405,000","383,500","21,500",5.3%,N,Final
Sub-County Place,San Gabriel city,1991,Annual,"18,100","16,900","1,200",6.7%,N,Final
Sub-County Place,San Geronimo CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,San Jacinto city,1991,Annual,"6,100","5,400",700,11.8%,N,Final
Sub-County Place,San Joaquin city,1991,Annual,"1,000",700,300,33.2%,N,Final
Sub-County Place,San Jose city,1991,Annual,"429,900","401,300","28,600",6.7%,N,Final
Sub-County Place,San Juan Bautista city,1991,Annual,900,700,100,13.5%,N,Final
Sub-County Place,San Juan Capistrano city,1991,Annual,"13,400","12,900",500,4%,N,Final
Sub-County Place,San Leandro city,1991,Annual,"35,600","33,900","1,700",4.7%,N,Final
Sub-County Place,San Lorenzo CDP,1991,Annual,"9,900","9,600",300,3.5%,N,Final
Sub-County Place,San Lucas CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,San Luis Obispo city,1991,Annual,"20,900","19,500","1,400",6.5%,N,Final
Sub-County Place,San Marcos city,1991,Annual,"18,700","17,500","1,100",6%,N,Final
Sub-County Place,San Marino city,1991,Annual,"5,800","5,600",200,3.1%,N,Final
Sub-County Place,San Martin CDP,1991,Annual,800,800,0,5.2%,N,Final
Sub-County Place,San Mateo city,1991,Annual,"50,000","48,000","2,000",4%,N,Final
Sub-County Place,San Miguel CDP (Contra Costa County),1991,Annual,0,0,0,0%,N,Final
Sub-County Place,San Miguel CDP (San Luis Obispo County),1991,Annual,500,400,100,14.9%,N,Final
Sub-County Place,San Pablo city,1991,Annual,"11,500","10,200","1,300",11%,N,Final
Sub-County Place,San Pasqual CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,San Rafael city,1991,Annual,"28,000","26,500","1,500",5.3%,N,Final
Sub-County Place,San Ramon city,1991,Annual,"22,000","21,300",700,3%,N,Final
Sub-County Place,San Simeon CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sand City city,1991,Annual,100,100,0,16.2%,N,Final
Sub-County Place,Sanger city,1991,Annual,"8,900","7,000","1,900",21.4%,N,Final
Sub-County Place,Santa Ana city,1991,Annual,"150,100","136,200","13,900",9.3%,N,Final
Sub-County Place,Santa Barbara city,1991,Annual,"50,100","47,600","2,500",5%,N,Final
Sub-County Place,Santa Clara city,1991,Annual,"56,700","53,700","3,000",5.4%,N,Final
Sub-County Place,Santa Clarita city,1991,Annual,"62,200","59,800","2,400",3.8%,N,Final
Sub-County Place,Santa Cruz city,1991,Annual,"30,500","28,100","2,400",7.8%,N,Final
Sub-County Place,Santa Fe Springs city,1991,Annual,"7,200","6,600",700,9.3%,N,Final
Sub-County Place,Santa Margarita CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Santa Maria city,1991,Annual,"29,800","27,300","2,500",8.5%,N,Final
Sub-County Place,Santa Monica city,1991,Annual,"52,000","49,300","2,700",5.2%,N,Final
Sub-County Place,Santa Nella CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Santa Paula city,1991,Annual,"12,800","11,300","1,500",11.9%,N,Final
Sub-County Place,Santa Rosa city,1991,Annual,"60,600","57,300","3,300",5.4%,N,Final
Sub-County Place,Santa Rosa Valley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Santa Susana CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Santa Venetia CDP,1991,Annual,"1,900","1,800",100,3.2%,N,Final
Sub-County Place,Santa Ynez CDP,1991,Annual,"2,200","2,200",0,1.3%,N,Final
Sub-County Place,Santee city,1991,Annual,"27,300","25,800","1,400",5.3%,N,Final
Sub-County Place,Saranap CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Saratoga city,1991,Annual,"14,700","14,200",500,3.5%,N,Final
Sub-County Place,Saticoy CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sattley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sausalito city,1991,Annual,"5,300","5,100",200,4.3%,N,Final
Sub-County Place,Scotia CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Scotts Valley city,1991,Annual,"4,900","4,700",200,4.9%,N,Final
Sub-County Place,Sea Ranch CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Seacliff CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Seal Beach city,1991,Annual,"10,600","10,300",300,3.2%,N,Final
Sub-County Place,Searles Valley CDP,1991,Annual,"1,100",900,200,19.1%,N,Final
Sub-County Place,Seaside city,1991,Annual,"14,800","13,400","1,400",9.6%,N,Final
Sub-County Place,Sebastopol city,1991,Annual,"3,700","3,500",200,6.5%,N,Final
Sub-County Place,Seeley CDP,1991,Annual,500,400,100,25.2%,N,Final
Sub-County Place,Selma city,1991,Annual,"7,400","5,600","1,700",23.4%,N,Final
Sub-County Place,Sequoia Crest CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sereno del Mar CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Seville CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Shafter city,1991,Annual,"3,900","3,300",600,16.2%,N,Final
Sub-County Place,Shandon CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Shasta CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Shasta Lake city,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Shaver Lake CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Shell Ridge CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Shelter Cove CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sheridan CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Shingle Springs CDP,1991,Annual,900,900,0,2.7%,N,Final
Sub-County Place,Shingletown CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Shoshone CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sierra Brooks CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sierra City CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sierra Madre city,1991,Annual,"6,000","5,900",200,2.6%,N,Final
Sub-County Place,Sierra Village CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sierraville CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Signal Hill city,1991,Annual,"4,800","4,600",300,5.8%,N,Final
Sub-County Place,Silver City CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Silver Lakes CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Silverado Resort CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Simi Valley city,1991,Annual,"60,500","56,600","4,000",6.5%,N,Final
Sub-County Place,Sisquoc CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sky Valley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sleepy Hollow CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Smartsville CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Smith Corner CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Smith River CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Snelling CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Soda Bay CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Soda Springs CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Solana Beach city,1991,Annual,"7,600","7,300",300,3.9%,N,Final
Sub-County Place,Soledad city,1991,Annual,"3,800","2,800","1,000",25.2%,N,Final
Sub-County Place,Solvang city,1991,Annual,"2,600","2,400",100,5.6%,N,Final
Sub-County Place,Sonoma city,1991,Annual,"3,700","3,600",100,3.6%,N,Final
Sub-County Place,Sonora city,1991,Annual,"2,100","1,900",200,8.2%,N,Final
Sub-County Place,Soquel CDP,1991,Annual,"5,600","5,300",300,6.2%,N,Final
Sub-County Place,Soulsbyville CDP,1991,Annual,700,700,100,8%,N,Final
Sub-County Place,South Dos Palos CDP,1991,Annual,500,300,200,46.5%,N,Final
Sub-County Place,South El Monte city,1991,Annual,"9,400","8,200","1,200",12.4%,N,Final
Sub-County Place,South Gate city,1991,Annual,"38,300","33,900","4,500",11.7%,N,Final
Sub-County Place,South Lake Tahoe city,1991,Annual,"13,700","12,500","1,200",8.9%,N,Final
Sub-County Place,South Monrovia Island CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,South Oroville CDP,1991,Annual,"2,500","2,000",600,21.9%,N,Final
Sub-County Place,South Pasadena city,1991,Annual,"13,600","13,200",400,2.8%,N,Final
Sub-County Place,South San Francisco city,1991,Annual,"29,500","28,000","1,500",5%,N,Final
Sub-County Place,South San Gabriel CDP,1991,Annual,"3,600","3,300",300,8.3%,N,Final
Sub-County Place,South San Jose Hills CDP,1991,Annual,"8,100","7,300",800,10.4%,N,Final
Sub-County Place,South Taft CDP,1991,Annual,"1,100","1,000",100,6.2%,N,Final
Sub-County Place,South Whittier CDP,1991,Annual,"24,600","22,900","1,700",6.8%,N,Final
Sub-County Place,Spaulding CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Spreckels CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Spring Garden CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Spring Valley CDP (Lake County),1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Spring Valley CDP (San Diego County),1991,Annual,"26,300","24,500","1,700",6.6%,N,Final
Sub-County Place,Spring Valley Lake CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Springville CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Squaw Valley CDP,1991,Annual,900,800,100,14.9%,N,Final
Sub-County Place,Squirrel Mountain Valley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,St. Helena city,1991,Annual,"2,400","2,400",100,2.6%,N,Final
Sub-County Place,Stallion Springs CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Stanford CDP,1991,Annual,"9,100","8,700",400,4.6%,N,Final
Sub-County Place,Stanton city,1991,Annual,"16,200","14,700","1,500",9.2%,N,Final
Sub-County Place,Stevenson Ranch CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Stevinson CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Stinson Beach CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Stirling City CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Stockton city,1991,Annual,"95,900","82,400","13,400",14%,N,Final
Sub-County Place,Stonyford CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Storrie CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Stratford CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Strathmore CDP,1991,Annual,"1,000",800,200,21.9%,N,Final
Sub-County Place,Strawberry CDP (Marin County),1991,Annual,"2,800","2,700",100,3.5%,N,Final
Sub-County Place,Strawberry CDP (Tuolumne County),1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sugarloaf Mountain Park CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sugarloaf Saw Mill CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sugarloaf Village CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Suisun City city,1991,Annual,"10,900","10,000",800,7.5%,N,Final
Sub-County Place,Sultana CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Summerland CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sun Village CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sunny Slopes CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sunnyside CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Sunnyside-Tahoe City CDP,1991,Annual,"1,100","1,000",100,10.6%,N,Final
Sub-County Place,Sunnyvale city,1991,Annual,"71,700","68,200","3,500",4.8%,N,Final
Sub-County Place,Sunol CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Susanville city,1991,Annual,"3,200","2,900",300,8.6%,N,Final
Sub-County Place,Sutter CDP,1991,Annual,"1,400","1,200",200,16.5%,N,Final
Sub-County Place,Sutter Creek city,1991,Annual,"1,000",900,100,5.3%,N,Final
Sub-County Place,Swall Meadows CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Taft city,1991,Annual,"3,000","2,800",200,7.6%,N,Final
Sub-County Place,Taft Heights CDP,1991,Annual,900,800,100,8.9%,N,Final
Sub-County Place,Taft Mosswood CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Tahoe Vista CDP,1991,Annual,800,700,0,5.9%,N,Final
Sub-County Place,Tahoma CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Talmage CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Tamalpais-Homestead Valley CDP,1991,Annual,"6,400","6,200",200,3.6%,N,Final
Sub-County Place,Tara Hills CDP,1991,Annual,"2,800","2,600",200,6.6%,N,Final
Sub-County Place,Tarpey Village CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Taylorsville CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Tecopa CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Tehachapi city,1991,Annual,"2,900","2,600",300,10.3%,N,Final
Sub-County Place,Tehama city,1991,Annual,200,200,0,7.1%,N,Final
Sub-County Place,Temecula city,1991,Annual,"14,200","13,300",900,6.4%,N,Final
Sub-County Place,Temelec CDP,1991,Annual,500,500,0,5.4%,N,Final
Sub-County Place,Temescal Valley CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Temple City city,1991,Annual,"15,700","14,900",800,5%,N,Final
Sub-County Place,Templeton CDP,1991,Annual,"1,100","1,100",0,2.5%,N,Final
Sub-County Place,Tennant CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Terminous CDP,1991,Annual,0,0,0,0%,N,Final
Sub-County Place,Terra Bella CDP,1991,Annual,"1,300",900,400,29.6%,N,Final
